αἰτέω	IAI.1P	ᾐτέομεν
αἰτέω	IAI.1S	ᾔτεον
αἰτέω	IAI.3S	ᾔτεε
αἰτέω	IAI.3S	ᾔτεεν
αἰτέω	PAD.2S	αἴτει
αἰτιάομαι	IMI.2P	ᾐτιάασθε
αἰτιάομαι	IMI.3P	ᾐτιόωντο
αἰτιάομαι	PMI.3P	αἰτιόωνται
αἰτιάομαι	PMN	αἰτιάασθαι
αἰτιάομαι	PMO.2S	αἰτιόῳο
αἰτιάομαι	PMO.3S	αἰτιόῳτο
αἰτίζω	PAI.2S	αἰτίζεις
αἰτίζω	PAN	αἰτίζειν
αἰτίζω	PAP.NSM	αἰτίζων
αἰτίζω	PAS.3S	αἰτίζῃ
αἰχμάζω	FAI.3P	αἰχμάσσουσι
ἀίω	IAI.1S	ἄϊον
ἀίω	IAI.3P	ἄϊον
ἀίω	IAI.3S	ἄϊε
ἀίω	IAI.3S	ἄϊεν
ἀίω	PAI.2S	ἀίεις
ἀίω	PAI.2S	ἀΐεις
ἀίω	PAO.3P	ἀΐοιεν
ἀίω	PAP.DSM	ἀΐοντι
ἀίω	PAP.NPM	ἀίοντες
ἀίω	PAP.NPM	ἀΐοντες
ἀίω	PAP.NSF	ἀΐουσα
ἀίω	PAP.NSM	ἀΐων
ἀκαχίζω	PAI.2S	ἀκαχίζεις
ἀκαχίζω	PMD.2S	ἀκαχίζευ
ἀκέομαι	AMD.2P	ἀκέσασθε
ἀκέομαι	AMD.2S	ἄκεσσαι
ἀκέομαι	IMI.3P	ἀκέοντο
ἀκέομαι	PMP.ASM	ἀκειόμενον
ἀκέομαι	PMP.NPM	ἀκειόμενοι
ἀκέομαι	PMS.1P	ἀκεώμεθα
ἀκηδέω	AAI.3S	ἀκήδεσεν
ἀκηδέω	IAI.2S	ἀκήδεις
ἀκοντίζω	AAI.3P	ἀκόντισαν
ἀκοντίζω	AAI.3P	ἠκόντισαν
ἀκοντίζω	AAI.3S	ἀκόντισε
ἀκοντίζω	AAI.3S	ἀκόντισεν
ἀκοντίζω	AAN	ἀκοντίσαι
ἀκοντίζω	AAN	ἀκοντίσσαι
ἀκοντίζω	AAP.GSM	ἀκοντίσσαντος
ἀκοντίζω	IAI.3P	ἀκόντιζον
ἀκοντίζω	PAI.1S	ἀκοντίζω
ἀκοντίζω	PAI.3P	ἀκοντίζουσι
ἀκοστάω	AAP.NSM	ἀκοστήσας
ἀκουάζομαι	IMI.2D	ἀκουάζεσθον
ἀκουάζομαι	PMI.2P	ἀκουάζεσθε
ἀκούω	AAD.2S	ἄκουσον
ἀκούω	AAD.3S	ἀκουσάτω
ἀκούω	AAI.1P	ἀκούσαμεν
ἀκούω	AAI.1S	ἄκουσα
ἀκούω	AAI.1S	ἤκουσα
ἀκούω	AAI.2S	ἄκουσας
ἀκούω	AAI.3P	ἄκουσαν
ἀκούω	AAI.3S	ἄκουσε
ἀκούω	AAI.3S	ἄκουσεν
ἀκούω	AAI.3S	ἤκουσε
ἀκούω	AAI.3S	ἤκουσεν
ἀκούω	AAN	ἀκοῦσαι
ἀκούω	AAO.3P	ἀκούσειαν
ἀκούω	AAO.3S	ἀκούσαι
ἀκούω	AAP.NPM	ἀκούσαντες
ἀκούω	AAP.NSM	ἀκούσας
ἀκούω	AAS.1S	ἀκούσω
ἀκούω	AAS.2S	ἀκούσῃς
ἀκούω	AAS.3S	ἀκούσῃ
ἀκούω	FAI.1S	ἀκούσω
ἀκούω	FMI.2S	ἀκούσεαι
ἀκούω	FMI.3P	ἀκούσονται
ἀκούω	IAI.1P	ἠκούομεν
ἀκούω	IAI.1S	ἄκουον
ἀκούω	IAI.2P	ἀκούετε
ἀκούω	IAI.3P	ἄκουον
ἀκούω	IAI.3S	ἄκουεν
ἀκούω	IMI.3S	ἀκούετο
ἀκούω	PAD.2S	ἄκουε
ἀκούω	PAI.1P	ἀκούομεν
ἀκούω	PAI.1S	ἀκούω
ἀκούω	PAI.2P	ἀκούετε
ἀκούω	PAI.2S	ἀκούεις
ἀκούω	PAI.3S	ἀκούει
ἀκούω	PAN	ἀκούειν
ἀκούω	PAN	ἀκουέμεν
ἀκούω	PAN	ἀκουέμεναι
ἀκούω	PAP.DPM	ἀκουόντεσσι
ἀκούω	PAP.GSF	ἀκουούσης
ἀκούω	PAP.GSM	ἀκούοντος
ἀκούω	PAP.NPF	ἀκούουσαι
ἀκούω	PAP.NPM	ἀκούοντες
ἀκούω	PAP.NSM	ἀκούων
ἀκούω	PAS.1S	ἀκούω
ἀκροκελαινιάω	PAP.NSM	ἀκροκελαινιόων
ἀλάλημαι	PMI.1S	ἀλάλημαι
ἀλάλημαι	PMI.2S	ἀλάλησαι
ἀλάλημαι	PMI.3S	ἀλάληται
ἀλάλημαι	PMN	ἀλάλησθαι
ἀλάλημαι	XMP.NSM	ἀλαλήμενος
ἄλαλκε	AAI.3S	ἄλαλκε
ἄλαλκε	AAN	ἀλαλκεῖν
ἄλαλκε	AAN	ἀλαλκέμεν
ἄλαλκε	AAN	ἀλαλκέμεναι
ἄλαλκε	AAO.2S	ἀλάλκοις
ἄλαλκε	AAO.3P	ἀλάλκοιεν
ἄλαλκε	AAO.3S	ἀλάλκοι
ἄλαλκε	AAP.NSM	ἀλαλκών
ἄλαλκε	AAS.3S	ἀλάλκῃσιν
